Stocks,Sub-Sector,Market Cap,Close Price,PE Ratio,5Y CAGR,Beta,Alpha,5Y HISREVGTH
MANINDS,Building Products - Pipes,584.74,102.40,5.80,18.46,0.80,7.06,7.67
ISTLTD,-,581.05,496.90,6.07,8.20,0.47,17.48,11.64
XELPMOC,IT Services & Consulting,579.60,400.65,141.71,-,-,76.71,276.80
UNIVCABLES,Cables,578.89,166.85,8.61,19.26,1.51,-31.36,12.46
ADSL,IT Services & Consulting,577.56,106.55,30.02,32.04,1.13,73.12,8.33
SANDESH,Publishing,576.71,761.90,6.41,-2.59,0.71,-8.53,-3.20
SHALPAINTS,Specialty Chemicals,575.04,105.90,-11.53,-5.74,1.57,-1.06,-3.18
VISHWARAJ,Sugar,573.67,30.55,69.28,-,-,48.60,4.38
LANCER,-,573.59,190.30,59.01,83.49,1.44,92.81,48.74
MCCHRLS-B,-,572.52,437.00,1060.21,-7.26,0.57,8.88,-19.94
SHREYAS,Logistics,571.34,260.20,12.91,4.48,1.87,11.62,-0.67
ANG,-,570.63,550.45,81.17,-,2.15,127.85,22.96
WIMPLAST,-,568.48,473.60,17.70,-19.72,0.83,-23.38,-5.24
FINKURVE,-,567.69,44.75,124.49,17.59,0.30,5.20,-43.43
63MOONS,IT Services & Consulting,566.31,122.90,-8.93,11.93,1.62,8.70,-23.66
BLKASHYAP,Construction & Engineering,565.85,25.10,-9.69,4.70,1.64,6.42,-2.29
THEINVEST,Investment Banking & Brokerage,560.28,108.75,37.13,-,1.10,-23.14,19.40
DCMNVL,Textiles,560.24,299.95,18.36,-,-,83.66,-
RML,Auto Parts,559.57,363.00,-9.15,-1.14,1.55,-11.10,7.40
RAMAPHO,-,558.66,315.75,13.27,40.20,2.10,38.42,8.29
SATINPP1,-,557.64,63.85,-,-,-,-,-
GALLANTT,Iron & Steel,557.06,68.50,6.84,14.18,0.87,3.08,8.45
CONTROLPR,Electronic Equipments,556.50,340.75,19.16,5.84,0.67,-2.43,8.48
BALAXI,Health Care Equipment & Supplies,555.00,555.00,14.56,101.64,0.57,134.41,441.86
TBZ,"Precious Metals, Jewellery & Watches",553.53,82.95,12.79,6.45,1.70,1.07,-3.88
MUNJALAU,Auto Parts,552.50,55.25,26.78,4.42,1.35,-17.76,19.22
BCLIND,FMCG - Foods,549.29,227.45,13.13,47.12,-,-,21.86
NECLIFE,Pharmaceuticals,547.20,24.40,-7.47,-3.69,1.19,4.01,-1.65
NBIFIN,Diversified Financials,546.12,2222.90,337.11,-,0.95,24.15,-10.82
SRHHYPOLTD,Commodity Chemicals,545.93,318.05,9.01,19.34,1.78,8.72,20.11
HMVL,Publishing,544.80,73.95,7.85,-22.65,1.40,-26.14,-7.49
ORIENTBELL,Building Products - Ceramics,544.12,377.70,71.03,19.38,1.68,18.79,-6.00
SAHYADRI,-,538.98,563.70,8.74,51.77,1.44,27.04,5.59
MIRCELECTR,Home Electronics & Appliances,538.12,23.30,284.72,13.45,1.70,4.59,-0.46
NDTV,TV Channels & Broadcasters,536.43,83.20,7.57,2.73,0.30,38.71,-6.71
JASH,Construction & Engineering,534.84,450.30,17.52,-,1.16,46.27,19.91
AYMSYNTEX,Textiles,534.14,106.50,37.88,9.52,1.63,31.17,3.40
VASCONEQ,Construction & Engineering,533.51,24.55,-13.07,-3.93,2.12,8.54,-3.36
SATIN,Consumer Finance,531.05,74.30,-37.99,-28.02,1.93,-38.05,19.83
NATHBIOGEN,Agro Products,530.78,279.30,9.54,14.04,2.03,-20.40,13.69
SYSTMTXC,-,530.05,408.35,401.55,99.47,0.49,120.30,9.75
ANUHPHR,-,529.18,105.60,18.61,0.45,0.55,10.07,6.06
NAHARCAP,Asset Management,527.50,315.00,8.65,29.94,1.16,33.67,38.11
RUBFILA,-,526.40,97.00,15.75,22.51,1.23,17.47,14.47
GREENPOWER,Renewable Energy,525.51,7.00,-9.13,-4.14,1.15,18.43,-2.52
VENUSREM,Pharmaceuticals,525.40,425.70,8.51,37.62,1.89,86.13,7.39
TGVSL,-,525.28,49.05,18.14,20.95,1.61,4.40,4.39
DHFL,Home Financing,524.08,16.70,-0.03,-40.71,2.41,-89.69,2.34
ORICONENT,Logistics,517.47,32.95,-265.37,-6.41,1.56,-4.72,-10.88
MUNJALSHOW,Auto Parts,515.54,128.90,19.73,-7.79,1.47,-27.61,-5.94
GANESHBE,Specialty Chemicals,512.59,82.20,23.43,19.28,-,-,9.77
YSL,-,511.22,16632.00,4.40,-,0.26,26.64,30.60
ROTO,-,511.13,330.75,27.87,44.28,1.50,34.76,6.33
ROSSELLIND,Tea & Coffee,510.08,139.00,15.50,8.84,1.05,14.41,14.28
JITFINFRA,Shipbuilding,508.29,197.75,-3.37,-,3.13,90.99,15.98
CLSEL,Packaged Foods & Meats,504.92,97.60,6.16,10.70,-,-,11.88
DLINKINDIA,Technology Hardware,503.81,141.90,16.07,11.52,1.32,9.61,0.29
VOITHPAPR,-,503.81,1146.85,18.61,14.81,1.00,5.96,8.63
AXTEL,-,503.63,311.75,23.66,47.17,1.10,44.56,18.38
ASIANOI,-,500.07,131.55,22.16,-,0.78,21.38,17.94
ATULAUTO,Three Wheelers,497.82,226.90,-60.86,-11.41,1.01,-25.12,-10.98
HERCULES,Industrial Machinery,497.60,155.50,64.04,0.82,1.51,5.43,-3.41
GOODRICKE,-,497.02,230.10,25.47,4.78,1.22,-12.11,3.90
AURIONPRO,IT Services & Consulting,496.59,217.80,-4.07,17.31,0.54,30.09,-11.92
CREATIVE,Technology Hardware,496.44,413.70,52.98,-,0.74,91.44,21.52
AGARIND,Commodity Chemicals,495.99,375.50,12.23,4.93,1.55,32.65,26.31
SADBHIN,Roads,494.88,14.05,-1.78,-30.95,1.42,-58.46,-4.42
GANDHITUBE,Auto Parts,493.49,406.10,13.65,6.61,0.73,-1.25,4.91
DEEPINDS,Oil & Gas - Equipment & Services,492.64,153.95,7.60,-,-,-,-
TANFACIND,-,490.27,491.50,28.03,50.69,2.19,17.39,1.67
KHADIM,Footwear,487.96,271.55,-14.81,93.54,1.59,-27.73,3.64
HINDCOMPOS,Auto Parts,486.71,329.55,24.68,-10.33,1.28,-7.43,4.70
STOVACQ,-,486.64,2330.65,36.10,3.63,0.73,-7.96,-1.27
BINNY,-,483.44,216.60,23.85,15.50,1.24,25.15,108.54
SHRGLTR,-,483.41,3.80,399.51,-23.44,0.05,81.31,-57.01
SAURASHCEM,-,482.47,68.85,6.68,3.92,1.40,5.93,4.40
ANDHRACEMT,Cement,476.97,16.25,-2.33,19.03,1.85,54.64,-64.99
BETA,Pharmaceuticals,475.88,495.00,40.60,-,1.46,70.15,34.60
MENONBE,Auto Parts,472.14,84.25,25.10,4.13,1.10,-2.49,6.16
VINYLINDIA,Specialty Chemicals,470.58,257.15,41.46,34.74,1.37,33.49,3.68
NAGAFERT,Fertilizers & Agro Chemicals,469.48,7.85,-0.76,-4.04,1.53,13.09,-16.79
SARLAPOLY,Textiles,468.87,56.15,17.87,-1.68,1.30,15.42,-2.47
ARTEMISMED,Business Support Services,466.63,35.25,72.01,-,-,-,0.39
SPECIALITY,Restaurants & Cafes,466.52,99.35,-15.90,5.64,1.73,-0.71,-12.27
CONSOFINVT,Asset Management,466.15,144.20,1.10,19.49,1.16,31.83,53.32
KELLTONTEC,IT Services & Consulting,465.08,48.25,6.54,-1.03,2.52,23.41,16.76
VAARAD,-,463.57,18.55,-1598.52,5.87,-0.35,-,0.00
COCKERILL,-,462.80,937.25,-15.93,20.43,0.97,-12.28,-2.41
SUKHJITS,-,462.71,313.50,22.13,18.35,1.03,4.78,4.44
RUBYMILLS,Textiles,461.89,276.25,17.87,-3.83,1.23,-3.97,-10.23
UNIVPHOTO,Health Care Equipment & Supplies,460.14,420.35,13.43,-,-,-,-
NAHARINDUS,Textiles,459.70,115.40,-52.42,4.89,1.31,21.30,-4.23
BAJAJST,-,459.45,883.55,7.00,67.56,1.19,52.90,10.62
EIS,-,459.11,1252.00,6.39,-,-,-,26.60
BGRENERGY,Construction & Engineering,455.70,63.15,-1.12,-9.69,1.80,-5.49,-18.81
INTLCONV,Industrial Machinery,455.29,67.45,27.39,32.05,-,-,14.66
ZUARI,Fertilizers & Agro Chemicals,454.86,108.15,-2.90,-11.23,1.26,-28.72,-19.79
TCPLPACK,Packaging,454.73,499.70,13.59,-,1.53,-3.62,8.87
LOYALTEX,-,454.12,942.85,13.83,9.94,1.29,23.30,-0.54
EMPIND,-,453.03,755.05,34.29,-14.21,0.93,-17.91,5.66
ISMTLTD,Iron & Steel,450.49,30.75,-1.32,29.17,1.45,59.03,4.96
MADRASFERT,Fertilizers & Agro Chemicals,449.47,27.90,156.61,17.51,0.95,2.87,4.69
SUPERSHAKT,-,446.14,387.10,33.72,-,-,-,9.11
SATINDLTD,-,443.86,39.25,50.61,19.54,0.67,13.86,17.19
KKALPANAIND,-,442.14,47.00,18.54,6.88,1.34,17.00,-3.54
WATERBASE,Packaged Foods & Meats,442.02,106.70,74.67,-,-,-0.30,-6.64
WAAREERTL,-,441.90,212.30,-186.46,61.12,0.68,103.43,100.16
SECURKLOUD,Software Services,441.88,142.15,277.91,-26.20,1.55,12.77,5.14
MALLCOM,-,437.67,701.40,15.49,23.92,1.45,40.12,2.97
AURUM,IT Services & Consulting,437.60,152.85,0.24,-15.75,1.20,117.27,33.57
INDSWFTLAB,Pharmaceuticals,436.36,73.85,-138.53,15.78,0.02,26.04,6.48
CYBERTECH,IT Services & Consulting,436.16,154.85,18.11,17.55,1.47,40.20,10.09
INDOBORAX,-,434.98,135.55,12.70,39.13,1.74,26.85,15.32
HITECHGEAR,Auto Parts,434.76,231.65,15.11,-3.53,1.56,-25.32,10.82
PTIL,-,434.25,405.60,-87.55,40.91,0.09,14.65,-62.28
ONWARDTEC,Outsourced services,433.37,245.75,58.96,32.05,1.26,48.92,4.24
MONARCH,-,432.68,139.35,17.78,38.34,1.37,44.44,14.18
RELCAPITAL,Diversified Financials,430.65,17.15,-0.05,-47.62,2.46,-68.33,14.07
NRAIL,Paper Products,430.07,252.70,7.51,-,1.27,-22.17,5.30
HCL-INSYS,IT Services & Consulting,429.62,13.05,-2.18,-20.92,1.79,-22.95,-34.26
FEL,Conglomerates,428.23,8.50,-0.38,-12.10,1.86,-54.45,-29.71
FELDVR,Conglomerates,428.23,10.55,1712.92,-7.58,1.59,-43.54,-
BASML,Textiles,425.04,65.55,-38.68,-6.16,1.37,0.16,4.36
HPCBL,-,422.14,26.45,357.75,-,-,-,3.44
SAYAJIHOTL,-,420.43,240.00,-8.24,5.92,0.71,1.52,-14.06
HITECHCORP,Packaging,420.29,244.70,24.80,9.63,1.49,27.34,2.91
MANAKSIA,Metals - Diversified,419.75,64.05,7.04,4.26,1.33,8.33,-4.12
ACGL,-,417.19,685.20,-33.38,4.04,1.09,-11.77,-21.52
FOODSIN,FMCG - Foods,414.79,91.30,105.54,-22.02,-,-,2.37
SUYOG,-,414.29,402.05,16.99,-3.07,0.08,24.64,25.13
SGRL,-,413.99,344.80,42.50,-,0.54,87.83,26.36
VARDHACRLC,Textiles,413.47,51.45,9.64,2.72,0.57,3.81,-8.85
RAMASTEEL,Building Products - Pipes,412.88,245.85,33.38,18.05,1.38,40.38,14.30
TILAK,-,411.78,32.05,302.78,80.13,-,137.31,5.23
DEEP,-,411.77,346.85,225.01,-,-,153.71,2.23
ZUARIGLOB,Conglomerates,411.73,139.85,-4.43,8.96,1.76,6.78,12.04
XTGLOBAL,-,411.49,34.30,20.40,96.19,0.71,127.69,423.11
PROZONINTU,Real Estate,411.26,26.95,-14.85,-3.44,1.41,1.70,-9.14
ZFSTEERING,-,410.78,452.90,46.42,-18.76,1.36,-32.13,-11.94
SCHAND,Education Services,409.48,116.85,-63.19,-,1.86,-18.00,-0.83
ZEELEARN,Education Services,409.25,12.55,-46.56,-18.57,0.91,-37.33,15.34
NDL,Textiles,408.66,85.05,-21.83,-5.04,1.44,10.12,-0.83
SHRIDINE,-,407.22,727.10,41.47,42.21,0.89,62.56,-5.00
MAXIND,Hospitals & Diagnostic Centres,405.28,75.35,-7.63,-,-,-,-
HPL,Electrical Components & Equipments,404.13,62.85,40.49,-9.01,1.38,-6.07,-4.75
MEP,Roads,403.58,22.00,-5.27,-10.04,1.96,-25.18,-8.19
SREEL,Footwear,402.78,173.95,36.12,7.21,0.91,-7.01,0.23
SOUTHWEST,Mining - Diversified,402.07,144.10,39.38,-,1.16,67.13,4.65
PENIND,Iron & Steel,401.61,28.25,158.11,-7.13,1.37,-9.65,2.84
JAGSNPHARM,Pharmaceuticals,400.57,152.90,23.49,37.11,1.91,51.76,5.94
SINGER,-,397.38,74.00,37.42,13.44,1.56,19.74,11.59
AJIL,-,396.58,39.40,-79.32,-3.53,0.81,-40.53,-41.75
MBAPL,Fertilizers & Agro Chemicals,395.53,180.55,19.54,34.58,0.53,64.16,23.46
GVKPIL,Airports,394.80,2.30,-0.26,-16.60,1.57,-45.97,5.04
VINCOFE,-,391.28,77.55,4347.56,-,-,-,-2.64
DHUNINV,Asset Management,389.85,639.40,2.77,31.79,1.47,26.60,66.04
JINDRILL,Oil & Gas - Equipment & Services,389.80,134.50,-66.40,-2.96,1.53,-0.70,-1.93
GKWLIMITED,Logistics,388.45,651.05,14.25,5.43,0.97,-7.10,13.72
GSCLCEMENT,Cement,388.13,43.65,12.70,13.62,0.87,16.27,3.84
MMP,Metals - Aluminium,383.83,151.10,22.01,-,1.24,-0.34,5.20
SHEMAROO,Movies & TV Serials,382.32,140.65,-17.79,-15.42,1.85,-26.80,-3.69
VIKASLIFE,Plastic Products,381.51,3.45,-109.00,-,-,13.46,-2.38
TRIL,Heavy Electrical Equipments,381.12,28.75,53.98,-2.46,1.94,27.03,2.61
MARATHON,Real Estate,381.11,82.85,25.07,-4.63,2.04,-20.18,-1.65
PPL,Building Products - Pipes,380.18,158.95,10.62,-,-,17.28,-
GPL,-,380.17,154.90,-60.63,-,0.23,-13.93,28.98
URJA,Renewable Energy Equipment & Services,379.51,7.30,218.11,-,1.78,33.70,3.38
KPIGLOBAL,-,379.23,209.90,17.29,-,-,-,30.45
RANASUG,Sugar,377.01,24.55,2.39,21.30,0.86,74.25,8.67
KSOLVES,IT Services & Consulting,375.84,317.00,42.04,-,-,-,75.53
AMAL,-,374.83,397.70,42.64,47.30,1.07,43.64,6.38
DHANBANK,Private Banks,373.19,14.75,10.03,-9.20,1.25,-9.46,-3.50
JINDALPHOT,Electronic Equipments,371.30,361.95,-83.44,37.09,1.90,98.60,-80.74
BHARATWIRE,Iron & Steel,370.92,58.85,-22.09,4.67,1.92,-6.49,32.80
MARINE,Electrical Components & Equipments,369.84,30.15,28.67,-53.69,-,25.50,0.57
NETFMID150,Equity,369.38,119.00,-,-,-,10.60,-
AKSHARCHEM,Specialty Chemicals,368.58,449.35,29.51,-,1.34,-5.52,5.55
DICIND,Specialty Chemicals,368.44,401.40,4.29,-2.99,0.72,-1.70,-1.12
SUUMAYA,-,368.25,148.95,7.26,-,-,-,934.93
CREST,Asset Management,366.72,128.90,123.06,12.68,1.25,-4.70,7.76
MSPL,Iron & Steel,366.14,9.50,74.88,-3.24,1.11,-5.71,13.73
PRECOT,Textiles,365.40,304.50,11.09,33.84,0.98,62.56,-0.70
REPL,Real Estate,364.80,210.35,27.22,-,1.17,61.18,13.55
SWELECTES,Electrical Components & Equipments,363.96,240.10,13.95,2.70,1.21,12.97,-1.72
MAGADSUGAR,Sugar,363.70,258.10,13.44,-,0.58,42.21,-
MAHEPC,Agricultural & Farm Machinery,358.15,128.65,18.88,-,-,-,4.64
KANCHI,-,355.87,819.25,5.68,90.68,1.39,17.38,26.94
PDMJEPAPER,Paper Products,355.59,37.45,11.84,16.04,1.36,13.53,-1.39
LINCPEN,Stationery,355.08,238.75,8876.90,-0.48,0.74,-8.29,-5.49
EVEXIA,-,353.95,11.43,823.14,19.20,0.80,24.24,29.40
RACE,-,353.70,215.25,353.70,88.90,-0.12,81.42,7.89
ADVANIHOTR,"Hotels, Resorts & Cruise Lines",353.35,76.45,-86.60,8.28,1.52,2.42,-12.20
KREBSBIO,Pharmaceuticals,353.27,163.85,-12.46,13.93,0.91,18.61,69.52
OBCL,-,352.82,167.35,60.21,-,0.45,64.70,8.98
JPOLYINVST,Asset Management,351.83,334.70,-21.99,31.51,1.87,93.06,67.67
KIRANVYPAR,-,350.90,130.05,3.60,4.98,0.86,3.06,15.65
TRIGYN,IT Services & Consulting,350.65,113.90,5.64,4.92,1.81,5.28,9.52
BIRLATYRE,Tires & Rubber,348.63,24.45,-1.21,-,-,-,-
IRISDOREME,Retail - Apparel,347.00,212.70,53.14,-,-,-,18.99
PERMAGN,-,346.65,403.15,21.48,67.75,0.49,28.66,11.67
PGFOILQ,-,346.22,426.90,22.66,41.67,1.49,56.83,3.16
PPAP,Auto Parts,345.94,247.10,164.73,9.62,0.89,-19.25,0.28
BIRLAMONEY,Investment Banking & Brokerage,345.30,61.25,21.88,20.01,1.73,0.04,8.62
TALBROAUTO,Auto Parts,344.81,279.30,8.81,17.57,1.25,-4.18,3.81
JCTLTD,-,343.86,3.96,23.39,-4.67,0.63,48.63,-5.58
EIFFL,FMCG - Foods,343.60,138.55,262.29,76.45,1.22,2.65,15.68
TVSELECT,Technology Hardware,342.70,183.75,445.06,14.47,1.86,-8.52,-17.60
SALZERELEC,Electrical Components & Equipments,341.47,213.65,16.64,2.61,1.28,6.50,11.53
ALBERTDAVD,Pharmaceuticals,340.60,596.80,15.38,13.05,0.87,9.01,-6.96
PRIMESECU,Investment Banking & Brokerage,338.92,109.10,41.28,32.91,0.79,25.63,4.12
CLEDUCATE,Education Services,338.84,119.60,-29.01,-,0.96,24.71,-7.36
GOACARBON,Metals - Coke,338.27,369.65,-70.33,31.16,1.75,-17.17,1.83
DONEAR,Textiles,336.44,64.70,-53.74,3.62,1.44,13.42,-7.04
BPL,Home Electronics & Appliances,336.33,68.80,-15.67,3.91,1.94,23.80,-4.71
LYKALABS,Pharmaceuticals,334.81,116.70,-28.99,17.26,1.63,50.75,-9.74
SILINV,Diversified Financials,334.72,315.90,16.50,26.90,1.96,6.22,4.90
URJAPP,-,333.91,3.00,-,-,1.64,103.35,-
PTL,Tires & Rubber,333.26,50.35,4.76,-16.13,0.88,-1.75,-26.25
BANSWRAS,Textiles,332.05,194.00,22.88,6.01,1.20,21.91,-8.84
TAALENT,-,331.49,1063.70,10.42,45.17,1.16,48.72,13.14
ASAHISONG,Specialty Chemicals,330.09,274.45,10.25,5.40,1.77,1.68,4.81
ABAN,Oil & Gas - Equipment & Services,329.47,56.45,-0.17,-23.09,1.99,-9.32,-16.94
MARALOVER,Textiles,329.37,79.35,26.27,24.25,1.86,31.97,0.22
ASHIMASYN,Textiles,327.74,17.10,-28.57,4.38,1.88,0.45,-6.47
RAMRAT,-,325.60,148.00,21.88,18.31,1.40,0.26,15.95
NIPPOBATRY,Batteries,325.05,433.40,10.70,-2.05,0.79,1.81,7.69
SORILINFRA,Business Support Services,324.76,103.10,16.78,1.94,2.72,-33.01,-5.84
OSWALAGRO,Real Estate,322.16,24.00,13.88,62.78,1.52,41.65,11.12
JYOTIRES,-,321.70,804.25,26.46,53.95,1.45,83.05,17.99
UCALFUEL,Auto Parts,321.31,145.30,11.13,-3.54,1.60,-21.43,-0.89
MAWANASUG,Sugar,320.37,81.90,4.37,13.97,0.95,23.84,1.19
AVANTEL,-,319.86,788.90,20.86,50.14,1.09,39.64,25.70
ARIHANTCAP,Diversified Financials,319.73,153.55,9.22,25.41,-,-,15.86
KOTHARIPET,Commodity Chemicals,319.24,54.25,14.16,21.37,1.18,28.29,1.38
UYFINCORP,-,319.22,16.78,29.83,33.35,1.37,63.38,-13.02
SIKA,-,318.54,751.25,26.77,39.94,1.24,61.86,14.32
OMINFRAL,Construction & Engineering,318.28,33.05,29.09,-4.63,1.10,-1.55,-0.47
FCSSOFT,Software Services,316.27,1.85,-25.67,43.88,-1.16,117.13,-7.19
NIKHILAD,-,315.61,686.95,20.15,63.58,0.91,54.83,12.66
PODDARMENT,Specialty Chemicals,315.54,297.40,13.34,-,1.27,5.40,-4.37
KILPEST,-,314.44,418.80,2.76,85.83,1.07,67.32,67.44
PENINLAND,Real Estate,314.10,11.25,-10.18,-5.14,1.75,5.30,15.77
ORIENTABRA,Metals - Diversified,314.05,26.25,27.60,-3.52,0.93,-9.42,1.07
UFO,Movies & TV Serials,313.70,110.65,-2.67,-23.67,0.93,-28.60,-29.54
HIGHENE,-,312.60,1743.70,17.05,54.05,1.16,68.55,22.74
AXISCADES,Construction & Engineering,309.82,82.05,-14.30,-11.48,1.82,2.42,8.12
AKASH,Construction & Engineering,309.43,183.50,266.75,95.66,0.44,68.99,-5.37
GOKUL,Packaged Foods & Meats,309.36,31.25,15.11,17.93,1.38,45.68,-6.32
ASCOM,Consumer Finance,309.21,71.00,64.69,-,-,-,61.63
UGARSUGAR,Sugar,308.25,27.40,18.08,-1.30,0.65,24.37,2.59
GEECEE,Real Estate,307.51,147.05,29.97,4.70,1.54,-5.18,-21.60
BAFNAPH,Pharmaceuticals,306.59,129.60,52.59,-14.31,1.50,117.03,-3.79
MCLEODRUSS,Tea & Coffee,305.53,29.25,-5.83,-28.24,2.57,-34.36,-6.29
PQIF,-,305.20,45.45,871.99,-,1.40,-,-17.04
BIGBLOC,Building Products - Granite,304.39,43.00,123.23,3.79,1.49,58.91,11.28
RAFL,-,303.90,255.00,66.35,36.92,-0.41,-,27.68
SCOOTER,-,303.71,34.80,-6.24,1.07,1.53,-3.27,-42.45
AXISGOLD,Gold,302.98,42.49,-,9.37,-0.04,14.52,-
TEMBO,Iron & Steel,302.74,301.35,122.07,-,-,-,17.51
COASTCORP,Packaged Foods & Meats,302.26,283.05,16.42,112.55,-,-,7.47
VIPULLTD,Real Estate,301.76,25.15,-5.44,-15.86,1.31,-6.42,-23.98
DPWIRES,Iron & Steel,301.48,222.20,12.52,-,0.71,36.55,24.00
ARTSONEN,-,299.98,81.25,-52.81,11.05,1.06,16.69,6.02
BSHSL,Seeds,298.65,285.00,51.31,-,-0.05,48.06,22.16
SHREEGANES,-,298.07,149.55,931.47,-,0.46,0.09,51.45
JAYSREETEA,Tea & Coffee,297.73,103.10,15.61,2.94,1.17,2.22,1.29
KANPRPLA,Packaging,297.31,138.50,9.85,9.33,-,-,12.95
MANGIND,-,297.15,3.09,443.50,-35.92,1.17,100.67,-0.19
CUPID,FMCG - Personal Products,294.64,220.90,10.17,-2.10,1.20,2.22,18.76
RAMANEWS,Paper Products,294.31,19.95,-3.82,-6.05,0.85,-18.52,-10.21
TPLPLASTEH,Plastic Products,293.99,188.45,36.70,3.32,2.03,14.76,-0.85
AXISBPSETF,Debt,293.18,10.40,-,-,-,-,-
HARRMALAYA,Agro Products,293.07,158.80,7.25,22.53,0.93,20.79,9.24
CINELINE,Real Estate,293.00,97.35,61.17,5.98,1.54,16.12,11.66
MASTERTR,-,292.91,134.65,8.52,56.70,1.00,90.35,16.75
STEL,Asset Management,292.70,158.60,33.80,30.38,1.48,3.34,5.10
JK AGRI,-,291.62,628.90,40.73,7.55,1.13,-14.31,3.59
CEBBCO,Heavy Machinery,291.27,32.55,23.70,21.49,1.09,29.97,27.24
PRAXIS,Home Furnishing,290.69,38.60,-2.82,-,1.20,-14.30,-
MITSU,-,289.98,240.20,29.96,49.65,0.29,84.97,15.00
AKCAPIT,-,289.15,438.10,3.89,10.92,0.73,5.85,3.32
RAJMET,Metals - Diversified,288.65,156.60,57.04,-,-,-,35.85
FSC,Logistics,288.53,65.75,-1.56,-,1.54,-75.70,-1.09
JAGAJITIND,-,287.50,62.30,58.67,-1.85,0.85,16.76,-9.07
ALMONDZ,Investment Banking & Brokerage,287.45,111.05,15.56,54.78,0.79,65.24,8.20
PONDYOXIDE,-,287.28,494.25,26.67,19.51,1.06,4.08,16.64
ARL,-,285.53,190.55,396.57,-,-,100.60,-
HIRECT,Electrical Components & Equipments,284.40,171.70,53.36,14.64,0.88,9.98,26.43
SAKUMA,Commodities Trading,283.82,12.10,25.73,15.18,1.91,-26.67,-15.74
ZODIACLOTH,Apparel & Accessories,283.25,114.40,-9.64,-9.12,1.07,-16.97,-18.52
SMRUTHIORG,-,282.04,246.40,16.49,-,1.83,65.62,11.35
MODINSU,-,279.56,59.30,8.19,-,-,-,-2.39
YASHPAKKA,-,277.16,78.65,16.59,34.08,1.36,8.18,2.24
SHYAMCENT,Iron & Steel,276.61,12.45,98.44,10.97,1.60,32.48,3.61
LIBERTSHOE,Footwear,275.88,161.90,1103.51,3.81,0.83,-8.88,0.18
MAHESHWARI,Logistics,275.70,93.15,29.68,-,0.59,3.32,2.29
ACCURACY,Logistics,275.68,183.10,31.18,-,2.17,31.37,12.64
TRESCON,-,275.45,38.00,141.98,-,-,0.89,2.07
MAN50ETF,Equity,275.27,183.26,-,-,-,-0.79,-
ASMTEC,-,275.15,275.15,32.33,39.01,0.35,58.06,11.67
MULTIBASE,-,274.67,217.65,41.00,-4.22,1.48,-25.31,-4.44
CHEMBOND,Specialty Chemicals,274.61,204.20,13.49,-,-,-10.48,-9.93
RIDDHI,-,274.50,385.00,-5.87,3.70,1.02,-15.87,3.19
AHLWEST,"Hotels, Resorts & Cruise Lines",273.86,235.05,276.63,3.95,0.46,-6.38,10.04
DTIL,Tea & Coffee,273.77,260.55,8.91,7.85,1.02,11.32,6.85
BSLNIFTY,Equity,273.27,197.51,-,15.74,0.61,10.45,-
INTEGRAEN,-,272.93,79.70,50.36,22.16,1.45,3.15,17.66
ZSARACOM,-,272.85,2649.25,12.79,217.28,-0.57,-,8.00
KOTHARIPRO,Commodities Trading,272.62,91.35,-4.84,-10.71,1.06,-10.76,-14.19
VERITAS,-,272.52,101.65,2.49,-4.98,0.55,18.42,5.25
EMKAY,Investment Banking & Brokerage,271.78,110.30,24.44,15.77,2.09,-9.83,9.39
ISFT,Retail - Online,271.43,184.25,32.58,-14.59,1.59,19.47,-4.56
INDINFO,-,270.93,2.70,-23.87,71.88,0.28,100.89,-17.44
JPINFRATEC,Construction & Engineering,270.84,1.95,-0.14,-23.41,1.91,3.07,-22.61
KOTARISUG,Sugar,268.97,32.45,14.15,16.92,0.70,37.47,10.94
LAKSHMIMIL,-,267.89,3851.45,72.99,11.05,0.90,1.87,-1.73
WEALTH,Diversified Financials,267.71,251.25,20.66,39.07,-,-,-30.33
DAICHI,-,267.50,359.00,5.28,-5.71,1.20,12.76,3.38
SHIVATEX,Textiles,267.49,206.35,21.78,-10.54,0.49,12.32,-5.06
REFEX,Commodity Chemicals,267.25,127.25,6.53,55.16,1.87,73.10,52.21
INDPRUD,-,267.11,1593.90,10.15,8.89,1.03,9.64,29.19
PREVEST,-,267.01,222.45,35.89,-,-,-,-
AIRAN,IT Services & Consulting,266.92,21.35,45.55,-,1.21,-1.62,20.71
WEBELSOLAR,Renewable Energy Equipment & Services,266.74,72.80,3.93,13.65,1.74,33.44,-4.03
BROOKS,Labs & Life Sciences Services,265.56,107.50,-13.72,-3.69,2.27,30.58,-0.93
BNKCAP,-,263.00,263.00,17.64,47.24,1.25,29.97,39.46
CAREERP,Education Services,262.80,144.45,2021.52,6.03,0.48,26.27,-7.96
GUJAPOLLO,Industrial Machinery,262.73,222.65,5.89,11.02,0.25,24.12,6.95
JAYKAY,-,262.00,55.05,10.07,67.62,1.08,94.03,20.98
RPIL,-,259.81,224.15,30.78,99.35,1.63,133.42,43.25
HINDMOTORS,Four Wheelers,259.78,12.45,68.91,12.53,1.54,27.17,34.67
JLMORI,-,259.77,1903.00,51.75,13.06,0.38,4.10,1.36
SAKAR,Pharmaceuticals,259.00,151.30,24.23,26.34,0.52,37.29,18.28
GENUSPAPER,Paper Products,258.41,10.05,33.60,15.22,2.05,-0.47,-2.16
